customer_id,age,gender,region,city_tier,employment_status,employment_length_years,annual_income,credit_score,housing_status,marital_status,existing_debts_count,loan_id,loan_type,loan_amount,interest_rate,loan_term_months,disbursement_date,collateral_type,collateral_value,loan_purpose,origination_channel,vintage_year,vintage_quarter,repayment_id,total_installments_due,installments_paid,total_amount_paid,principal_paid,interest_paid,last_payment_date,overdue_days,delinquency_bucket,default_flag,default_date,outstanding_principal,recovery_id,recovery_status,primary_channel,recovery_officer_id,officer_name,officer_designation,contact_attempts,promise_to_pay_kept,settlement_discount_pct,recovered_amount,recovery_cost,recovery_date,monthly_emi,dti_ratio,is_secured,ltv_ratio,credit_risk_tier,delinquency_severity_score,net_recovery_amount,recovery_rate_pct,recovery_target_binary
CUST-100010,32,Male,South,Tier 3,Salaried - Corporate,1,35755.69,666,Rented,Married,0,LN-200010,Personal Loan,11079.68,19.08,12,2023-08-22,,0.0,Debt Consolidation,Branch Network,2023,2023Q3,REP-300010,12,9,9193.4,7311.75,1881.65,2024-05-18,63,61-90 DPD (SMA-2),0,,3767.9300000000003,REC-400004,Fully Recovered,Debt Restructuring,OFF-101,Marcus Vance,Senior Recovery Manager,7,1,14.41,3224.97,239.5,2024-12-18,1021.49,0.3428,1,1.5,Near-Prime (650-699),19.16,2985.47,85.59,1.0
CUST-100011,32,Male,South,Rural,Salaried - Corporate,1,15092.82,537,Mortgaged,Married,1,LN-200011,Home Loan,65432.65,8.65,300,2021-04-20,Residential Property,104418.04,Refinancing,DSA / Direct Selling Agent,2021,2021Q2,REP-300011,44,43,22941.01,17703.83,5237.18,2024-10-31,7,1-30 DPD (SMA-0),0,,47728.82,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,533.51,0.4242,1,0.6266,Deep Subprime (<550),15.9,0.0,0.0,
CUST-100012,39,Male,West,Tier 1,Salaried - Corporate,0,77732.55,678,Rented,Single,0,LN-200012,Auto Loan,28176.91,9.18,36,2023-06-05,Vehicle,31199.22,New Car,Mobile App,2023,2023Q2,REP-300012,18,16,14374.09,11103.08,3271.01,2024-09-27,55,31-60 DPD (SMA-1),0,,17073.83,REC-400005,Partially Recovered,AI Voice Bot & SMS,OFF-106,Priya Patel,Early Stage Collections Specialist,4,0,34.97,6212.11,49.0,2024-07-21,898.38,0.1387,1,0.9031,Near-Prime (650-699),17.26,6163.11,36.38,1.0
CUST-100013,21,Male,West,Tier 3,Self-Employed Business,0,53051.8,674,Family Owned,Married,4,LN-200013,Education Loan,38081.54,8.53,84,2021-08-06,Third Party Guarantee,38081.54,Professional Certification,Digital Portal,2021,2021Q3,REP-300013,40,38,22938.79,18760.45,4178.34,2024-09-19,35,31-60 DPD (SMA-1),0,,19321.09,REC-400006,Fully Recovered,AI Voice Bot & SMS,OFF-106,Priya Patel,Early Stage Collections Specialist,5,1,5.52,18254.57,57.5,2024-07-16,603.65,0.1365,1,1.0,Near-Prime (650-699),14.12,18197.07,94.48,1.0
CUST-100014,21,Female,South,Tier 3,Salaried - Corporate,0,18358.25,561,Owned,Married,1,LN-200014,Auto Loan,11925.81,11.78,48,2023-10-26,Vehicle,13311.82,New Car,Digital Portal,2023,2023Q4,REP-300014,14,12,3753.19,2948.19,805.0,2024-10-20,43,31-60 DPD (SMA-1),0,,8977.619999999999,REC-400007,Fully Recovered,AI Voice Bot & SMS,OFF-106,Priya Patel,Early Stage Collections Specialist,7,0,10.17,8064.6,74.5,2024-07-21,312.77,0.2044,1,0.8959,Subprime (550-649),20.77,7990.1,89.83,1.0
CUST-100015,31,Male,West,Tier 1,Salaried - Corporate,6,94191.22,670,Rented,Married,1,LN-200015,Personal Loan,22942.16,19.42,48,2023-03-31,,0.0,Home Improvement,Digital Portal,2023,2023Q1,REP-300015,21,20,13821.37,10571.62,3249.75,2024-11-20,17,1-30 DPD (SMA-0),0,,12370.539999999999,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,691.07,0.088,1,1.5,Near-Prime (650-699),11.3,0.0,0.0,
CUST-100016,26,Female,West,Tier 2,Self-Employed Business,5,121882.89,808,Family Owned,Married,1,LN-200016,Home Loan,475951.6,5.61,360,2023-06-27,Residential Property,588449.31,Home Purchase,Mobile App,2023,2023Q2,REP-300016,18,18,49236.12,39906.83,9329.29,2024-12-18,0,Current,0,,436044.76999999996,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,2735.34,0.2693,1,0.8088,Super-Prime (750+),1.98,0.0,0.0,
CUST-100017,40,Female,North,Tier 1,Salaried - Corporate,5,93094.08,731,Mortgaged,Married,1,LN-200017,Home Loan,218778.59,6.28,360,2022-09-28,Residential Property,314726.92,Home Construction,Branch Network,2022,2022Q3,REP-300017,27,27,36485.88,25329.07,11156.81,2024-12-16,0,Current,0,,193449.52,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,1351.33,0.1742,1,0.6951,Prime (700-749),5.6,0.0,0.0,
CUST-100018,27,Male,West,Tier 2,Contractual,6,22401.76,529,Mortgaged,Married,1,LN-200018,Auto Loan,13235.18,11.59,84,2022-03-19,Vehicle,16745.08,New Car,Digital Portal,2022,2022Q1,REP-300018,33,32,7383.84,5103.41,2280.43,2024-11-03,20,1-30 DPD (SMA-0),0,,8131.77,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,230.75,0.1236,1,0.7904,Deep Subprime (<550),18.44,0.0,0.0,
CUST-100019,22,Male,North,Tier 3,Salaried - Corporate,1,45377.97,629,Mortgaged,Married,0,LN-200019,Auto Loan,21873.1,12.19,60,2021-07-14,Vehicle,27169.67,Used Car,Branch Network,2021,2021Q3,REP-300019,41,41,20034.97,15342.84,4692.13,2024-11-25,0,Current,0,,6530.259999999998,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,488.66,0.1292,1,0.8051,Subprime (550-649),10.4,0.0,0.0,
CUST-100020,51,Female,North,Tier 3,Self-Employed Business,2,29254.51,644,Family Owned,Married,3,LN-200020,Business Loan,40326.86,13.57,48,2022-07-29,Equipment,52548.83,Working Capital,Tele-Sales,2022,2022Q3,REP-300020,29,27,29519.43,23024.03,6495.4,2024-10-16,36,31-60 DPD (SMA-1),0,,17302.83,REC-400008,Fully Recovered,AI Voice Bot & SMS,OFF-106,Priya Patel,Early Stage Collections Specialist,4,1,7.83,15948.02,49.0,2024-11-20,1093.31,0.4485,1,0.7674,Subprime (550-649),15.69,15899.02,92.17,1.0
CUST-100021,34,Female,East,Tier 2,Salaried - Corporate,0,27099.17,740,Rented,Married,3,LN-200021,Home Loan,140273.34,7.51,240,2022-02-02,Residential Property,176903.71,Home Purchase,DSA / Direct Selling Agent,2022,2022Q1,REP-300021,34,34,38450.27,31018.93,7431.34,2024-11-18,0,Current,0,,109254.41,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,1130.89,0.5008,1,0.7929,Prime (700-749),5.18,0.0,0.0,
CUST-100022,37,Male,Central,Tier 3,Salaried - Corporate,5,38670.77,707,Rented,Married,2,LN-200022,Home Loan,168157.82,7.48,180,2023-11-12,Residential Property,242076.26,Home Construction,Mobile App,2023,2023Q4,REP-300022,13,13,20240.13,16293.55,3946.58,2024-12-06,0,Current,0,,151864.27000000002,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,1556.93,0.4831,1,0.6946,Prime (700-749),6.73,0.0,0.0,
CUST-100023,22,Male,North,Tier 1,Self-Employed Business,1,33218.71,698,Family Owned,Single,0,LN-200023,Auto Loan,13610.98,11.47,60,2022-05-30,Vehicle,15106.32,New Car,Branch Network,2022,2022Q2,REP-300023,31,31,9273.22,6583.7,2689.52,2024-12-15,0,Current,0,,7027.28,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,299.14,0.1081,1,0.901,Near-Prime (650-699),7.15,0.0,0.0,
CUST-100024,31,Male,West,Tier 1,Contractual,10,32935.39,653,Rented,Single,1,LN-200024,Home Loan,171100.14,6.71,360,2022-02-19,Residential Property,261168.85,Refinancing,Branch Network,2022,2022Q1,REP-300024,34,34,37577.03,30655.53,6921.5,2024-12-05,0,Current,0,,140444.61000000002,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,1105.21,0.4027,1,0.6551,Near-Prime (650-699),9.27,0.0,0.0,
CUST-100025,38,Male,South,Tier 1,Self-Employed Professional,4,83381.4,655,Mortgaged,Married,0,LN-200025,Auto Loan,22703.49,10.09,84,2023-04-02,Vehicle,24775.9,Commercial Vehicle,Digital Portal,2023,2023Q2,REP-300025,20,20,7559.23,6028.01,1531.22,2024-11-22,0,Current,0,,16675.480000000003,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,377.96,0.0544,1,0.9164,Near-Prime (650-699),9.18,0.0,0.0,
CUST-100026,25,Male,West,Tier 3,Self-Employed Business,4,30951.23,726,Owned,Single,6,LN-200026,Personal Loan,16793.98,13.77,60,2023-06-16,,0.0,Debt Consolidation,Branch Network,2023,2023Q2,REP-300026,18,18,6997.8,4924.32,2073.48,2024-12-07,0,Current,0,,11869.66,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,388.77,0.1507,1,1.5,Prime (700-749),5.84,0.0,0.0,
CUST-100027,40,Male,West,Tier 3,Salaried - Corporate,19,107232.55,794,Rented,Married,0,LN-200027,Auto Loan,38939.54,9.58,60,2021-10-18,Vehicle,45151.37,Commercial Vehicle,Branch Network,2021,2021Q4,REP-300027,38,38,31134.39,24522.84,6611.55,2024-12-01,0,Current,0,,14416.7,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,819.33,0.0917,1,0.8624,Super-Prime (750+),2.64,0.0,0.0,
CUST-100028,30,Male,West,Tier 2,Self-Employed Professional,4,46203.67,730,Rented,Married,2,LN-200028,Home Loan,190761.8,6.03,180,2023-12-23,Residential Property,273804.89,Home Purchase,Digital Portal,2023,2023Q4,REP-300028,12,12,19354.2,13579.28,5774.92,2024-12-17,0,Current,0,,177182.52,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,1612.85,0.4189,1,0.6967,Prime (700-749),5.65,0.0,0.0,
CUST-100029,34,Male,West,Rural,Salaried - Public Sector,12,40022.83,766,Rented,Divorced,5,LN-200029,Personal Loan,3266.06,17.63,12,2022-04-08,,0.0,Debt Consolidation,Branch Network,2022,2022Q2,REP-300029,12,11,3287.43,2479.31,808.12,2023-03-04,28,1-30 DPD (SMA-0),0,,786.75,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,298.86,0.0896,1,1.5,Super-Prime (750+),8.62,0.0,0.0,
CUST-100030,30,Male,West,Tier 2,Salaried - Public Sector,4,45416.27,742,Rented,Married,3,LN-200030,Personal Loan,4162.28,14.59,60,2022-08-19,,0.0,Debt Consolidation,Branch Network,2022,2022Q3,REP-300030,28,28,2747.55,2052.48,695.07,2024-12-06,0,Current,0,,2109.7999999999997,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,98.13,0.0259,1,1.5,Prime (700-749),5.08,0.0,0.0,
CUST-100031,55,Female,North,Tier 2,Salaried - Public Sector,0,71381.51,679,Owned,Single,1,LN-200031,Personal Loan,19652.38,17.42,60,2023-07-03,,0.0,Home Improvement,DSA / Direct Selling Agent,2023,2023Q3,REP-300031,17,17,8378.64,6764.13,1614.51,2024-11-24,0,Current,0,,12888.25,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,492.86,0.0829,1,1.5,Near-Prime (650-699),8.05,0.0,0.0,
CUST-100032,36,Female,South,Tier 2,Salaried - Corporate,15,45831.73,717,Mortgaged,Married,1,LN-200032,Personal Loan,11886.4,15.66,12,2022-04-08,,0.0,Medical Emergency,Mobile App,2022,2022Q2,REP-300032,12,11,11842.07,8111.09,3730.98,2023-03-04,5,1-30 DPD (SMA-0),0,,3775.3099999999995,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,1076.55,0.2819,1,1.5,Prime (700-749),7.09,0.0,0.0,
CUST-100033,26,Female,North,Tier 3,Self-Employed Professional,0,23204.07,638,Owned,Divorced,0,LN-200033,Auto Loan,16927.17,9.97,36,2021-10-23,Vehicle,20623.07,Commercial Vehicle,DSA / Direct Selling Agent,2021,2021Q4,REP-300033,36,34,18562.43,13456.21,5106.22,2024-08-08,54,31-60 DPD (SMA-1),0,,3470.959999999999,REC-400009,Partially Recovered,AI Voice Bot & SMS,OFF-106,Priya Patel,Early Stage Collections Specialist,5,1,36.38,1515.5,57.5,2024-11-17,545.95,0.2823,1,0.8208,Subprime (550-649),18.98,1458.0,43.66,1.0
CUST-100034,45,Male,West,Tier 1,Salaried - Corporate,7,86666.31,751,Owned,Single,1,LN-200034,Personal Loan,16838.23,14.54,12,2022-03-14,,0.0,Debt Consolidation,Branch Network,2022,2022Q1,REP-300034,12,11,16677.51,12771.91,3905.6,2023-02-07,3,1-30 DPD (SMA-0),0,,4066.3199999999997,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,1516.14,0.2099,1,1.5,Super-Prime (750+),5.16,0.0,0.0,
CUST-100035,24,Female,North,Tier 1,Salaried - Public Sector,1,34934.51,666,Owned,Married,2,LN-200035,Personal Loan,8252.07,14.02,24,2022-05-24,,0.0,Wedding/Travel,Mobile App,2022,2022Q2,REP-300035,24,22,8718.24,6199.46,2518.78,2024-03-14,45,31-60 DPD (SMA-1),0,,2052.6099999999997,REC-400010,In Progress,AI Voice Bot & SMS,OFF-105,Carlos Mendez,Digital & Tele-Recovery Lead,4,0,0.0,0.0,49.0,,396.28,0.1361,1,1.5,Near-Prime (650-699),16.16,-49.0,0.0,0.0
CUST-100036,39,Male,North,Tier 1,Salaried - Corporate,13,46087.6,706,Owned,Single,2,LN-200036,Personal Loan,16507.78,12.84,60,2022-03-20,,0.0,Medical Emergency,Branch Network,2022,2022Q1,REP-300036,33,33,12350.32,9683.2,2667.12,2024-12-04,0,Current,0,,6824.579999999998,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,374.25,0.0974,1,1.5,Prime (700-749),6.78,0.0,0.0,
CUST-100037,21,Female,West,Tier 3,Self-Employed Professional,1,36537.8,648,Owned,Married,3,LN-200037,Home Loan,114234.37,8.77,180,2022-05-17,Residential Property,179410.42,Home Purchase,Branch Network,2022,2022Q2,REP-300037,31,31,35434.97,28630.99,6803.98,2024-12-02,0,Current,0,,85603.37999999999,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,1143.06,0.3754,1,0.6367,Subprime (550-649),9.51,0.0,0.0,
CUST-100038,23,Male,West,Tier 3,Salaried - Corporate,0,32082.31,637,Family Owned,Married,4,LN-200038,Personal Loan,7213.39,15.12,48,2022-07-02,,0.0,Medical Emergency,DSA / Direct Selling Agent,2022,2022Q3,REP-300038,29,27,5432.21,4034.34,1397.87,2024-09-19,49,31-60 DPD (SMA-1),0,,3179.05,REC-400011,In Progress,AI Voice Bot & SMS,OFF-105,Carlos Mendez,Digital & Tele-Recovery Lead,5,0,0.0,0.0,57.5,,201.19,0.0753,1,1.5,Subprime (550-649),18.19,-57.5,0.0,0.0
CUST-100039,38,Male,West,Tier 1,Salaried - Corporate,3,59227.8,694,Family Owned,Single,1,LN-200039,Personal Loan,3079.75,15.85,48,2021-07-30,,0.0,Wedding/Travel,Digital Portal,2021,2021Q3,REP-300039,41,41,3568.83,2647.61,921.22,2024-12-11,0,Current,0,,432.1399999999999,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,87.04,0.0176,1,1.5,Near-Prime (650-699),7.34,0.0,0.0,
CUST-100040,44,Female,North,Tier 3,Salaried - Corporate,4,32836.93,715,Owned,Single,0,LN-200040,Auto Loan,20079.91,11.83,84,2022-02-23,Vehicle,24406.48,Used Car,Tele-Sales,2022,2022Q1,REP-300040,34,34,11989.84,9772.77,2217.07,2024-12-09,0,Current,0,,10307.14,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,352.64,0.1289,1,0.8227,Prime (700-749),6.35,0.0,0.0,
CUST-100041,38,Male,South,Tier 2,Salaried - Corporate,10,57688.95,657,Owned,Single,2,LN-200041,Personal Loan,12671.87,21.61,60,2021-02-10,,0.0,Medical Emergency,Branch Network,2021,2021Q1,REP-300041,46,43,14928.7,10381.29,4547.41,2024-08-23,64,61-90 DPD (SMA-2),0,,2290.58,REC-400012,Partially Recovered,Debt Restructuring,OFF-103,Aarav Sharma,Field Collections Specialist,5,1,31.78,1482.0,222.5,2024-08-27,347.18,0.0722,1,1.5,Near-Prime (650-699),19.75,1259.5,64.7,1.0
CUST-100042,35,Female,South,Tier 2,Salaried - Corporate,8,38564.39,679,Mortgaged,Divorced,3,LN-200042,Auto Loan,18429.92,10.34,84,2022-02-17,Vehicle,23587.47,Commercial Vehicle,Branch Network,2022,2022Q1,REP-300042,34,34,10513.0,7932.0,2581.0,2024-12-03,0,Current,0,,10497.919999999998,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,309.21,0.0962,1,0.7813,Near-Prime (650-699),8.05,0.0,0.0,
CUST-100043,33,Male,North,Tier 3,Salaried - Corporate,2,50504.02,686,Family Owned,Married,3,LN-200043,Personal Loan,11153.55,13.18,24,2022-03-12,,0.0,Medical Emergency,Mobile App,2022,2022Q1,REP-300043,24,24,12748.89,9651.62,3097.27,2024-03-01,0,Current,0,,1501.9299999999985,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,531.2,0.1262,1,1.5,Near-Prime (650-699),7.72,0.0,0.0,
CUST-100044,22,Male,South,Tier 2,Salaried - Corporate,3,35565.36,726,Rented,Single,2,LN-200044,Home Loan,159602.67,6.53,180,2023-04-27,Residential Property,251635.71,Refinancing,Branch Network,2023,2023Q2,REP-300044,20,20,27858.88,19898.93,7959.95,2024-12-17,0,Current,0,,139703.74000000002,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,1392.94,0.47,1,0.6343,Prime (700-749),5.84,0.0,0.0,
CUST-100045,29,Male,South,Tier 2,Salaried - Corporate,5,28718.91,634,Rented,Married,1,LN-200045,Home Loan,103834.32,8.3,360,2022-10-03,Residential Property,151904.34,Refinancing,Digital Portal,2022,2022Q4,REP-300045,26,25,19593.14,14342.21,5250.93,2024-10-22,13,1-30 DPD (SMA-0),0,,89492.11000000002,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,783.73,0.3275,1,0.6836,Subprime (550-649),12.33,0.0,0.0,
CUST-100046,32,Female,North,Tier 1,Contractual,4,21020.55,562,Mortgaged,Married,4,LN-200046,Home Loan,90534.6,7.76,300,2022-04-15,Residential Property,117285.26,Home Construction,Mobile App,2022,2022Q2,REP-300046,32,31,21217.28,15439.22,5778.06,2024-10-31,18,1-30 DPD (SMA-0),0,,75095.38,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,684.43,0.3907,1,0.7719,Subprime (550-649),16.55,0.0,0.0,
CUST-100047,47,Male,East,Tier 1,Salaried - Corporate,11,57333.77,771,Rented,Married,1,LN-200047,Home Loan,190760.67,6.77,180,2021-06-13,Residential Property,229623.62,Refinancing,Branch Network,2021,2021Q2,REP-300047,42,42,70987.36,56971.43,14015.93,2024-11-24,0,Current,0,,133789.24000000002,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,1690.18,0.3538,1,0.8308,Super-Prime (750+),3.72,0.0,0.0,
CUST-100048,40,Female,South,Tier 2,Self-Employed Professional,3,118494.0,735,Rented,Single,0,LN-200048,Home Loan,598243.4,6.02,240,2022-05-12,Residential Property,838948.95,Home Purchase,DSA / Direct Selling Agent,2022,2022Q2,REP-300048,31,31,133080.12,92367.53,40712.59,2024-11-27,0,Current,0,,505875.87,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,4292.91,0.4347,1,0.7131,Prime (700-749),5.41,0.0,0.0,
CUST-100049,21,Male,North,Tier 1,Salaried - Public Sector,1,63029.42,658,Rented,Married,4,LN-200049,Home Loan,336145.25,8.81,300,2022-10-22,Residential Property,441693.17,Home Construction,Digital Portal,2022,2022Q4,REP-300049,26,26,72210.13,49196.96,23013.17,2024-12-10,0,Current,0,,286948.29,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,2777.31,0.5288,1,0.761,Near-Prime (650-699),9.04,0.0,0.0,
CUST-100050,40,Female,West,Tier 2,Salaried - Public Sector,1,40767.55,705,Family Owned,Single,1,LN-200050,Home Loan,207277.0,7.71,180,2022-10-06,Residential Property,304105.47,Refinancing,Digital Portal,2022,2022Q4,REP-300050,26,26,50603.85,35104.3,15499.55,2024-11-24,0,Current,0,,172172.7,,No Delinquency / Not Applicable,None,None,None,None,0,0,0.0,0.0,0.0,,1946.3,0.5729,1,0.6816,Prime (700-749),6.82,0.0,0.0,
CUST-100051,33,Male,West,Tier 2,Salaried - Corporate,12,53095.89,618,Rented,Single,1,LN-200051,Personal Loan,15117.49,21.93,24,2021-03-02,,0.0,Wedding/Travel,Branch Network,2021,2021Q1,REP-300051,24,22,17242.39,13990.45,3251.94,2022-12-22,54,31-60 DPD (SMA-1),0,,1127.039999999999,REC-400013,In Progress,Tele-Calling & Counseling,OFF-106,Priya Patel,Early Stage Collections Specialist,3,0,0.0,0.0,90.5,,783.75,0.1771,1,1.5,Subprime (550-649),19.92,-90.5,0.0,0.0
